001/004_2015-07-29_02-53-20.log:<181>Jul 29 03:40:33 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: 0-24-e4-0-33-82, IP: 192.168.1.10]
018/092_2015-12-21_11-09-33.log:<181>Dec 21 11:58:32 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: 64-6c-b2-36-c4-9, IP: 192.168.179.32]
018/092_2015-12-21_11-09-33.log:<181>Dec 21 12:01:17 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: 8c-bf-a6-7e-c3-ed, IP: 192.168.179.30]
018/092_2015-12-21_11-09-33.log:<181>Dec 21 12:06:51 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: 8c-bf-a6-7e-c3-ed, IP: 192.168.179.31]
018/092_2015-12-21_11-09-33.log:<181>Dec 21 12:07:59 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: 0-24-e4-0-33-82, IP: 192.168.1.10]
018/092_2015-12-21_11-09-33.log:<181>Dec 21 12:17:54 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: 0-f7-6f-ab-15-96, IP: 192.168.179.32]
018/092_2015-12-21_11-09-33.log:<181>Dec 21 12:22:20 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: 8-3d-88-d8-c1-69, IP: 192.168.179.35]
018/092_2015-12-21_11-09-33.log:<181>Jan  1 00:00:46 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: 64-6c-b2-36-c4-9, IP: 192.168.179.30]
018/094_2015-12-21_13-58-12.log:<181>Dec 21 15:08:58 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: a4-9a-58-42-2e-e0, IP: 192.168.179.32]
018/095_2015-12-21_15-11-39.log:<181>Dec 21 15:34:28 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: cc-25-ef-10-95-38, IP: 192.168.1.12]
018/096_2015-12-21_16-41-43.log:<181>Dec 21 16:58:58 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: b8-4f-d5-ae-cd-9f, IP: 192.168.179.32]
018/096_2015-12-21_16-41-43.log:<181>Dec 21 17:14:09 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: 8-3d-88-d8-c1-69, IP: 192.168.179.35]
018/096_2015-12-21_16-41-43.log:<181>Dec 21 17:16:16 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: e4-8b-7f-df-d7-e8, IP: 192.168.179.33]
018/097_2015-12-21_17-54-41.log:<181>Dec 21 19:22:44 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: e8-50-8b-c7-91-c5, IP: 192.168.179.30]
018/097_2015-12-21_17-54-41.log:<181>Dec 21 19:22:45 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: e8-50-8b-c7-91-c5, IP: 192.168.179.30]
018/098_2015-12-21_19-31-23.log:<181>Dec 21 19:43:44 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: 8c-bf-a6-7e-c3-ed, IP: 192.168.179.31]
018/098_2015-12-21_19-31-23.log:<181>Dec 21 21:07:46 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: 8-3d-88-d8-c1-69, IP: 192.168.179.32]
018/099_2015-12-21_21-16-45.log:<181>Dec 21 21:39:48 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: d0-87-e2-33-86-6a, IP: 192.168.179.37]
018/099_2015-12-21_21-16-45.log:<181>Dec 21 21:43:32 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: d0-87-e2-33-86-6a, IP: 192.168.179.37]
018/099_2015-12-21_21-16-45.log:<181>Dec 21 22:09:52 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: 64-6c-b2-36-c4-9, IP: 192.168.179.33]
018/100_2015-12-21_23-01-08.log:<181>Dec 22 00:00:48 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: 1c-99-4c-5c-a9-78, IP: 192.168.179.30]
019/003_2015-12-22_04-11-49.log:<181>Dec 22 04:32:52 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: 0-24-e4-0-33-82, IP: 192.168.1.10]
019/004_2015-12-22_05-38-47.log:<181>Dec 22 06:17:16 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: a4-9a-58-42-2e-e0, IP: 192.168.179.30]
019/004_2015-12-22_05-38-47.log:<181>Dec 22 06:41:19 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: e4-8b-7f-df-d7-e8, IP: 192.168.179.33]
019/004_2015-12-22_05-38-47.log:<181>Dec 22 06:51:02 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: e8-50-8b-df-dc-1, IP: 192.168.179.33]
019/005_2015-12-22_07-21-43.log:<181>Dec 22 07:42:32 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: 64-6c-b2-36-c4-9, IP: 192.168.179.33]
019/005_2015-12-22_07-21-43.log:<181>Dec 22 07:43:28 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: 64-6c-b2-36-c4-9, IP: 192.168.179.33]
019/005_2015-12-22_07-21-43.log:<181>Dec 22 08:43:34 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: 64-6c-b2-36-c4-9, IP: 192.168.179.33]
019/006_2015-12-22_08-48-27.log:<181>Dec 22 08:47:33 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: 64-6c-b2-36-c4-9, IP: 192.168.179.33]
019/006_2015-12-22_08-48-27.log:<181>Dec 22 08:48:13 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: 64-6c-b2-36-c4-9, IP: 192.168.179.33]
019/006_2015-12-22_08-48-27.log:<181>Dec 22 08:48:30 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: 64-6c-b2-36-c4-9, IP: 192.168.179.33]
019/006_2015-12-22_08-48-27.log:<181>Dec 22 08:48:55 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: 64-6c-b2-36-c4-9, IP: 192.168.179.33]
019/006_2015-12-22_08-48-27.log:<181>Dec 22 09:02:33 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: 64-6c-b2-36-c4-9, IP: 192.168.179.33]
019/006_2015-12-22_08-48-27.log:<181>Dec 22 09:10:34 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: d0-87-e2-33-86-6a, IP: 192.168.179.37]
019/006_2015-12-22_08-48-27.log:<181>Dec 22 09:10:48 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: d0-87-e2-33-86-6a, IP: 192.168.179.37]
019/006_2015-12-22_08-48-27.log:<181>Dec 22 09:48:48 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: 64-6c-b2-36-c4-9, IP: 192.168.179.33]
019/006_2015-12-22_08-48-27.log:<181>Dec 22 09:48:56 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: 64-6c-b2-36-c4-9, IP: 192.168.179.33]
019/006_2015-12-22_08-48-27.log:<181>Dec 22 09:50:52 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: 64-6c-b2-36-c4-9, IP: 192.168.179.33]
019/006_2015-12-22_08-48-27.log:<181>Dec 22 10:04:24 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: 64-6c-b2-36-c4-9, IP: 192.168.179.33]
019/007_2015-12-22_10-16-45.log:<181>Dec 22 11:11:46 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: 60-21-c0-7e-19-6d, IP: 192.168.179.30]
019/008_2015-12-22_11-42-47.log:<181>Dec 22 12:11:34 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: 8-3d-88-d8-c1-69, IP: 192.168.179.32]
019/008_2015-12-22_11-42-47.log:<181>Dec 22 12:11:36 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: 8-3d-88-d8-c1-69, IP: 192.168.179.32]
019/009_2015-12-22_13-10-36.log:<181>Dec 22 14:17:34 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: 0-f7-6f-ab-15-96, IP: 192.168.179.30]
019/009_2015-12-22_13-10-36.log:<181>Dec 22 14:27:35 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: 44-74-6c-3f-ad-47, IP: 192.168.179.33]
019/009_2015-12-22_13-10-36.log:<181>Dec 22 14:27:48 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: 60-21-c0-7e-19-6d, IP: 192.168.179.34]
019/010_2015-12-22_14-35-47.log:<181>Dec 22 14:50:55 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: e4-8b-7f-df-d7-e8, IP: 192.168.179.35]
019/010_2015-12-22_14-35-47.log:<181>Dec 22 15:24:54 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: 64-6c-b2-36-c4-9, IP: 192.168.179.35]
019/010_2015-12-22_14-35-47.log:<181>Dec 22 15:25:21 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: 64-6c-b2-36-c4-9, IP: 192.168.179.35]
019/010_2015-12-22_14-35-47.log:<181>Dec 22 15:25:26 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: 64-6c-b2-36-c4-9, IP: 192.168.179.35]
019/010_2015-12-22_14-35-47.log:<181>Dec 22 15:30:14 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: 14-7d-c5-43-54-d, IP: 192.168.179.37]
019/010_2015-12-22_14-35-47.log:<181>Dec 22 15:33:30 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: 64-6c-b2-36-c4-9, IP: 192.168.179.35]
019/010_2015-12-22_14-35-47.log:<181>Dec 22 15:33:31 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: 64-6c-b2-36-c4-9, IP: 192.168.179.35]
019/010_2015-12-22_14-35-47.log:<181>Dec 22 15:33:59 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: 14-7d-c5-43-54-d, IP: 192.168.179.37]
019/010_2015-12-22_14-35-47.log:<181>Dec 22 15:34:05 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: 14-7d-c5-43-54-d, IP: 192.168.179.37]
019/010_2015-12-22_14-35-47.log:<181>Dec 22 15:34:08 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: 14-7d-c5-43-54-d, IP: 192.168.179.37]
019/010_2015-12-22_14-35-47.log:<181>Dec 22 15:37:53 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: 14-7d-c5-43-54-d, IP: 192.168.179.37]
019/010_2015-12-22_14-35-47.log:<181>Dec 22 15:37:54 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: 14-7d-c5-43-54-d, IP: 192.168.179.37]
019/010_2015-12-22_14-35-47.log:<181>Dec 22 15:43:06 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: 44-74-6c-3f-ad-47, IP: 192.168.179.33]
019/010_2015-12-22_14-35-47.log:<181>Dec 22 15:45:59 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: d4-f4-6f-aa-f9-98, IP: 192.168.179.38]
019/010_2015-12-22_14-35-47.log:<181>Dec 22 15:52:43 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: 14-7d-c5-43-54-d, IP: 192.168.179.37]
019/011_2015-12-22_16-00-06.log:<181>Dec 22 16:03:15 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: a4-9a-58-42-2e-e0, IP: 192.168.179.39]
019/011_2015-12-22_16-00-06.log:<181>Dec 22 16:04:28 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: a4-9a-58-42-2e-e0, IP: 192.168.179.39]
019/011_2015-12-22_16-00-06.log:<181>Dec 22 16:16:50 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: 1c-99-4c-5c-a9-78, IP: 192.168.179.40]
019/011_2015-12-22_16-00-06.log:<181>Dec 22 16:25:06 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: 8-3d-88-d8-c1-69, IP: 192.168.179.32]
019/012_2015-12-22_16-59-12.log:<181>Dec 22 17:27:25 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: 14-7d-c5-43-54-d, IP: 192.168.179.37]
019/012_2015-12-22_16-59-12.log:<181>Dec 22 17:28:39 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: e4-8b-7f-df-d7-e8, IP: 192.168.179.41]
019/012_2015-12-22_16-59-12.log:<181>Dec 22 17:36:24 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: 14-7d-c5-43-54-d, IP: 192.168.179.37]
019/013_2015-12-22_18-12-37.log:<181>Dec 22 18:12:10 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: b0-10-41-b-22-b5, IP: 192.168.179.30]
019/013_2015-12-22_18-12-37.log:<181>Dec 22 18:12:13 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: b0-10-41-b-22-b5, IP: 192.168.179.30]
019/013_2015-12-22_18-12-37.log:<181>Dec 22 18:12:32 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: b0-10-41-b-22-b5, IP: 192.168.179.30]
019/013_2015-12-22_18-12-37.log:<181>Dec 22 18:34:29 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: 14-7d-c5-43-54-d, IP: 192.168.179.37]
019/014_2015-12-22_19-37-08.log:<181>Dec 22 20:18:12 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: 48-51-b7-5c-8c-35, IP: 192.168.179.32]
019/014_2015-12-22_19-37-08.log:<181>Dec 22 20:44:56 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: 0-24-e4-0-33-82, IP: 192.168.1.10]
019/014_2015-12-22_19-37-08.log:<181>Dec 22 21:05:46 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: 90-fd-61-25-f5-ed, IP: 192.168.179.34]
019/014_2015-12-22_19-37-08.log:<181>Dec 22 21:05:47 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: 90-fd-61-25-f5-ed, IP: 192.168.179.34]
019/015_2015-12-22_21-15-15.log:<181>Dec 22 21:38:04 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: 8c-bf-a6-7e-c3-ed, IP: 192.168.179.31]
019/015_2015-12-22_21-15-15.log:<181>Dec 22 21:38:06 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: 8c-bf-a6-7e-c3-ed, IP: 192.168.179.31]
019/015_2015-12-22_21-15-15.log:<181>Dec 22 21:45:22 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: 8-3d-88-d8-c1-69, IP: 192.168.179.35]
019/015_2015-12-22_21-15-15.log:<181>Dec 22 22:41:14 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: d0-87-e2-33-86-6a, IP: 192.168.179.37]
019/015_2015-12-22_21-15-15.log:<181>Dec 22 22:49:57 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: b0-10-41-b-22-b5, IP: 192.168.179.30]
019/016_2015-12-22_22-53-15.log:<181>Dec 23 00:16:15 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: 1c-99-4c-5c-a9-78, IP: 192.168.179.30]
019/017_2015-12-23_00-30-30.log:<181>Dec 23 00:57:02 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: d0-87-e2-33-86-6a, IP: 192.168.179.37]
019/017_2015-12-23_00-30-30.log:<181>Dec 23 00:57:06 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: d0-87-e2-33-86-6a, IP: 192.168.179.37]
019/017_2015-12-23_00-30-30.log:<181>Dec 23 01:03:23 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: 14-7d-c5-43-54-d, IP: 192.168.179.33]
019/017_2015-12-23_00-30-30.log:<181>Dec 23 01:03:27 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: 14-7d-c5-43-54-d, IP: 192.168.179.33]
019/018_2015-12-23_02-11-22.log:<181>Dec 23 03:33:00 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: d0-87-e2-33-86-6a, IP: 192.168.179.37]
019/020_2015-12-23_06-16-48.log:<181>Dec 23 06:43:02 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: e8-50-8b-df-dc-1, IP: 192.168.179.33]
019/020_2015-12-23_06-16-48.log:<181>Dec 23 06:53:18 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: e4-8b-7f-df-d7-e8, IP: 192.168.179.36]
019/020_2015-12-23_06-16-48.log:<181>Dec 23 07:15:04 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: e4-8b-7f-df-d7-e8, IP: 192.168.179.36]
019/020_2015-12-23_06-16-48.log:<181>Dec 23 07:28:38 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: b0-10-41-b-22-b5, IP: 192.168.179.30]
019/021_2015-12-23_07-52-56.log:<181>Dec 23 07:55:59 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: b0-10-41-b-22-b5, IP: 192.168.179.32]
019/021_2015-12-23_07-52-56.log:<181>Dec 23 08:14:28 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: 14-7d-c5-43-54-d, IP: 192.168.179.34]
019/021_2015-12-23_07-52-56.log:<181>Dec 23 08:27:56 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: 14-7d-c5-43-54-d, IP: 192.168.179.34]
019/021_2015-12-23_07-52-56.log:<181>Dec 23 08:41:36 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: d0-87-e2-33-86-6a, IP: 192.168.179.37]
019/021_2015-12-23_07-52-56.log:<181>Dec 23 08:41:40 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: d0-87-e2-33-86-6a, IP: 192.168.179.37]
019/022_2015-12-23_08-59-11.log:<181>Dec 23 09:01:37 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: 8c-bf-a6-7e-c3-ed, IP: 192.168.179.31]
019/022_2015-12-23_08-59-11.log:<181>Dec 23 09:38:33 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: 60-21-c0-7e-19-6d, IP: 192.168.179.32]
019/022_2015-12-23_08-59-11.log:<181>Dec 23 09:41:17 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: a4-9a-58-42-2e-e0, IP: 192.168.179.33]
019/022_2015-12-23_08-59-11.log:<181>Dec 23 10:23:40 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: 8-3d-88-d8-c1-69, IP: 192.168.179.35]
019/022_2015-12-23_08-59-11.log:<181>Dec 23 10:28:36 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: 1c-99-4c-5c-a9-78, IP: 192.168.179.30]
019/023_2015-12-23_10-40-22.log:<181>Dec 23 10:41:31 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: 14-7d-c5-43-54-d, IP: 192.168.179.34]
019/023_2015-12-23_10-40-22.log:<181>Dec 23 11:05:46 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: 1c-99-4c-5c-a9-78, IP: 192.168.179.30]
019/023_2015-12-23_10-40-22.log:<181>Dec 23 11:05:51 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: 1c-99-4c-5c-a9-78, IP: 192.168.179.30]
019/023_2015-12-23_10-40-22.log:<181>Dec 23 11:27:47 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: 14-7d-c5-43-54-d, IP: 192.168.179.34]
019/023_2015-12-23_10-40-22.log:<181>Dec 23 11:36:16 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: 60-21-c0-7e-19-6d, IP: 192.168.179.32]
019/023_2015-12-23_10-40-22.log:<181>Dec 23 11:36:21 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: 60-21-c0-7e-19-6d, IP: 192.168.179.32]
019/023_2015-12-23_10-40-22.log:<181>Dec 23 11:39:57 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: e0-ac-cb-84-9e-94, IP: 192.168.1.10]
019/024_2015-12-23_11-57-54.log:<181>Dec 23 18:21:48 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: 14-7d-c5-43-54-d, IP: 192.168.179.31]
019/024_2015-12-23_11-57-54.log:<181>Dec 23 18:42:34 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: cc-29-f5-c-1e-9f, IP: 192.168.1.10]
019/024_2015-12-23_11-57-54.log:<181>Dec 23 19:16:30 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: e8-50-8b-df-dc-1, IP: 192.168.179.33]
019/025_2015-12-23_19-42-09.log:<181>Dec 23 20:00:04 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: e4-8b-7f-df-d7-e8, IP: 192.168.179.30]
019/025_2015-12-23_19-42-09.log:<181>Dec 23 20:13:26 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: e4-8b-7f-df-d7-e8, IP: 192.168.179.30]
019/025_2015-12-23_19-42-09.log:<181>Dec 23 21:08:08 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: b0-10-41-b-22-b5, IP: 192.168.179.32]
019/026_2015-12-23_21-19-42.log:<181>Dec 23 21:33:29 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: e0-ac-cb-84-9e-94, IP: 192.168.1.10]
019/026_2015-12-23_21-19-42.log:<181>Dec 23 21:56:31 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: b0-10-41-b-22-b5, IP: 192.168.179.32]
019/027_2015-12-23_22-26-14.log:<181>Dec 23 23:05:21 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: 14-7d-c5-43-54-d, IP: 192.168.179.31]
019/027_2015-12-23_22-26-14.log:<181>Dec 23 23:05:22 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: 14-7d-c5-43-54-d, IP: 192.168.179.31]
019/027_2015-12-23_22-26-14.log:<181>Dec 23 23:44:01 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: 1c-99-4c-5c-a9-78, IP: 192.168.179.30]
019/027_2015-12-23_22-26-14.log:<181>Dec 23 23:45:15 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: b0-10-41-b-22-b5, IP: 192.168.179.33]
019/028_2015-12-23_23-52-52.log:<181>Dec 24 00:01:37 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: b0-10-41-b-22-b5, IP: 192.168.179.33]
019/028_2015-12-23_23-52-52.log:<181>Dec 24 06:10:38 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: 14-7d-c5-43-54-d, IP: 192.168.179.31]
019/028_2015-12-23_23-52-52.log:<181>Dec 24 06:46:02 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: 1c-99-4c-5c-a9-78, IP: 192.168.179.30]
019/028_2015-12-23_23-52-52.log:<181>Dec 24 06:53:39 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: d0-87-e2-33-86-6a, IP: 192.168.179.37]
019/029_2015-12-24_06-59-11.log:<181>Dec 24 07:38:16 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: 8c-bf-a6-7e-c3-ed, IP: 192.168.179.33]
019/029_2015-12-24_06-59-11.log:<181>Dec 24 08:14:32 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: e0-ac-cb-84-9e-94, IP: 192.168.1.10]
019/030_2015-12-24_08-16-33.log:<181>Dec 24 08:26:06 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: 8c-bf-a6-7e-c3-ed, IP: 192.168.179.33]
019/030_2015-12-24_08-16-33.log:<181>Dec 24 08:40:39 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: 64-6c-b2-36-c4-9, IP: 192.168.179.35]
019/030_2015-12-24_08-16-33.log:<181>Dec 24 18:42:20 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: e8-50-8b-c7-91-c5, IP: 192.168.179.30]
019/030_2015-12-24_08-16-33.log:<181>Dec 24 18:42:34 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: e8-50-8b-c7-91-c5, IP: 192.168.179.30]
019/031_2015-12-24_18-48-30.log:<181>Dec 24 18:49:01 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: b4-f0-ab-a2-2c-a9, IP: 192.168.1.10]
019/031_2015-12-24_18-48-30.log:<181>Dec 24 18:49:03 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: b4-f0-ab-a2-2c-a9, IP: 192.168.1.10]
019/031_2015-12-24_18-48-30.log:<181>Dec 24 18:49:05 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: b4-f0-ab-a2-2c-a9, IP: 192.168.1.10]
019/031_2015-12-24_18-48-30.log:<181>Dec 24 18:55:42 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: b4-f0-ab-a2-2c-a9, IP: 192.168.1.10]
019/031_2015-12-24_18-48-30.log:<181>Dec 24 19:00:11 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: f0-c1-f1-ac-e3-9a, IP: 192.168.1.12]
019/031_2015-12-24_18-48-30.log:<181>Dec 24 19:15:54 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: 0-f7-6f-ab-15-96, IP: 192.168.179.31]
019/031_2015-12-24_18-48-30.log:<181>Dec 24 19:30:25 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: e8-50-8b-df-dc-1, IP: 192.168.179.32]
019/031_2015-12-24_18-48-30.log:<181>Dec 24 19:30:27 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: e8-50-8b-df-dc-1, IP: 192.168.179.32]
019/031_2015-12-24_18-48-30.log:<181>Dec 24 19:34:26 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: e8-50-8b-df-dc-1, IP: 192.168.179.32]
019/031_2015-12-24_18-48-30.log:<181>Dec 24 19:57:45 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: 90-fd-61-25-f5-ed, IP: 192.168.179.36]
019/032_2015-12-24_20-33-23.log:<181>Dec 24 21:57:15 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: 0-f7-6f-ab-15-96, IP: 192.168.179.31]
019/033_2015-12-24_22-04-28.log:<181>Dec 24 23:33:59 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: 1c-99-4c-5c-a9-78, IP: 192.168.179.33]
019/034_2015-12-24_23-49-29.log:<181>Dec 25 00:13:45 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: c0-9f-42-7a-ed-2b, IP: 192.168.1.13]
019/034_2015-12-24_23-49-29.log:<181>Dec 25 00:24:34 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: e8-50-8b-c7-91-c5, IP: 192.168.179.30]
019/034_2015-12-24_23-49-29.log:<181>Dec 25 00:37:34 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: cc-25-ef-10-95-38, IP: 192.168.1.10]
019/034_2015-12-24_23-49-29.log:<181>Dec 25 00:43:59 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: 1c-99-4c-5c-a9-78, IP: 192.168.179.31]
019/035_2015-12-25_01-34-43.log:<181>Dec 25 02:22:05 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: d0-87-e2-33-86-6a, IP: 192.168.179.32]
019/035_2015-12-25_01-34-43.log:<181>Dec 25 02:38:50 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: 8c-bf-a6-7e-c3-ed, IP: 192.168.179.38]
019/035_2015-12-25_01-34-43.log:<181>Dec 25 02:38:51 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: 8c-bf-a6-7e-c3-ed, IP: 192.168.179.38]
019/035_2015-12-25_01-34-43.log:<181>Dec 25 02:57:10 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: d0-87-e2-33-86-6a, IP: 192.168.179.32]
